"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.880248037E1,-6.593788147E-1,-1.222956848E0,-1.009904892E1,1.019417446E1
7.881252137E1,-6.393205261E-1,-1.253792725E0,-9.859546967E0,9.959487603E0
7.882256237E1,-5.216651917E-1,-1.366208954E0,-9.794731750E0,9.903304072E0
7.883260337E1,-4.549040222E-1,-1.375639343E0,-9.953551483E0,1.005845457E1
7.884264437E1,-6.572831726E-1,-1.312620392E0,-9.976753235E0,1.008417565E1
7.885268537E1,-6.985972595E-1,-1.320104828E0,-1.013527359E1,1.024472965E1
7.886272637E1,-7.217990112E-1,-1.201102295E0,-1.009096573E1,1.018779809E1
7.887276737E1,-7.005432129E-1,-1.352287903E0,-9.901759186E0,1.001819736E1
7.888280837E1,-4.653822327E-1,-1.286275177E0,-9.938732300E0,1.003242165E1
7.889284937E1,-5.007087708E-1,-1.237776031E0,-9.983788605E0,1.007267758E1
7.890289038E1,-7.204518127E-1,-1.202299805E0,-1.005309448E1,1.015033420E1
7.891293137E1,-6.920109558E-1,-1.179696808E0,-1.010698242E1,1.019910081E1
7.892297237E1,-6.015989685E-1,-1.101409607E0,-1.009590546E1,1.017360956E1
7.893300962E1,-7.179071045E-1,-1.187630310E0,-1.010234207E1,1.019721392E1
7.894305062E1,-6.186634827E-1,-1.227148132E0,-1.006941055E1,1.016275878E1
7.895309162E1,-4.833448792E-1,-1.119222565E0,-1.012299911E1,1.019614596E1
7.896313262E1,-7.316784668E-1,-1.317260742E0,-1.008408005E1,1.019603843E1
7.897317362E1,-5.903723145E-1,-1.167122955E0,-1.010383896E1,1.018814395E1
7.898321462E1,-5.135820007E-1,-1.171314240E0,-1.012434631E1,1.020480925E1
7.899325562E1,-7.475454712E-1,-1.417851562E0,-1.003677841E1,1.016395829E1
7.900329662E1,-6.414161682E-1,-1.436562653E0,-1.027044250E1,1.039024139E1
7.901333762E1,-5.655239868E-1,-1.127305756E0,-1.052281769E1,1.059812850E1
7.902337862E1,-1.057401123E0,-1.317410431E0,-1.016266663E1,1.030210951E1
7.903341962E1,-5.119354248E-1,-1.371148682E0,-1.008123596E1,1.018692520E1
7.904346062E1,-2.454895020E-1,-1.149459686E0,-1.025756927E1,1.032469128E1
7.905350162E1,-8.514294434E-1,-1.500180359E0,-1.017913239E1,1.032425345E1
7.906354262E1,-6.319857788E-1,-1.404229889E0,-1.005668701E1,1.017389902E1
7.907358362E1,-3.990701294E-1,-1.381028137E0,-9.925260315E0,1.002882286E1
7.908362462E1,-7.259902954E-1,-1.607058105E0,-9.806407471E0,9.963700374E0
7.909366562E1,-5.923182678E-1,-1.397942963E0,-9.986183624E0,1.010093802E1
7.910370662E1,-3.540138245E-1,-1.199006653E0,-1.010997620E1,1.018698000E1
7.911374763E1,-8.204438782E-1,-1.529818726E0,-9.953102417E0,1.010335198E1
7.912378862E1,-5.833369446E-1,-1.389859772E0,-9.827812958E0,9.942730999E0
7.913382962E1,-2.827619934E-1,-1.199455719E0,-9.983938293E0,1.005970537E1
7.914387062E1,-6.647676086E-1,-1.433419189E0,-9.846823425E0,9.972789886E0
7.915391162E1,-7.463479614E-1,-1.520238647E0,-9.768835602E0,9.914550410E0
7.916395262E1,-3.433859253E-1,-1.149160309E0,-9.875863037E0,9.948424701E0
7.917399362E1,-4.016148376E-1,-1.249152374E0,-9.967173157E0,1.005316949E1
7.918403462E1,-6.647676086E-1,-1.245110779E0,-9.906399536E0,1.000644635E1
7.919407562E1,-5.861810303E-1,-1.163081360E0,-9.870025177E0,9.955589558E0
7.920411662E1,-5.077441406E-1,-1.248254242E0,-9.821226654E0,9.913245470E0
7.921415762E1,-5.742059326E-1,-1.398691406E0,-9.731712799E0,9.848466079E0
7.922419862E1,-6.011499023E-1,-1.395248566E0,-9.612560577E0,9.731876521E0
7.923423962E1,-4.924758911E-1,-1.398242340E0,-9.664951630E0,9.777980576E0
7.924428062E1,-5.301974487E-1,-1.363813934E0,-9.733359375E0,9.842732471E0
7.925432162E1,-5.845344543E-1,-1.353635101E0,-9.737400970E0,9.848400184E0
7.926436262E1,-2.728825378E-1,-5.404511261E0,-1.306872345E1,1.414477782E1
7.927440362E1,-3.839066620E0,-6.787635040E0,-2.182446579E1,2.317580050E1
7.928444462E1,-8.301137695E0,8.974736938E0,-1.993299911E1,2.338331123E1
7.929448562E1,3.625610504E0,9.585616608E0,-1.005369324E1,1.435638691E1
7.930452662E1,5.498964844E0,-6.400540009E0,-1.539443710E1,1.755546127E1
7.931456762E1,-2.955753479E0,-4.379442902E0,-9.839788055E0,1.116859113E1
7.932460863E1,-1.212628326E0,-7.738906860E-2,-4.099375305E0,4.275667716E0
7.933464962E1,2.972069550E0,-6.481222229E0,-1.117007172E1,1.325179011E1
7.934469062E1,1.224004669E0,-2.777025146E0,-1.075977493E1,1.117957122E1
7.935473162E1,-4.065845032E0,1.010099487E0,-6.845265198E0,8.025525056E0
7.936477262E1,-3.949087830E0,-4.418361969E0,-5.543422394E0,8.114600977E0
7.937481362E1,-2.386786652E0,1.652114410E0,-8.342152405E0,8.832765099E0
7.938485462E1,3.303181000E0,-1.759740601E0,-1.181972076E1,1.239812448E1
7.939489562E1,4.933740234E0,1.522034912E0,-1.146795227E1,1.257665744E1
7.940493662E1,-3.577560425E0,2.421065369E0,-7.183412018E0,8.382237430E0
7.941497762E1,-3.827839966E0,-2.179467773E0,-6.952142944E0,8.230111184E0
7.942501862E1,8.283773804E-1,-2.468666382E0,-9.100924530E0,9.466115893E0
7.943505962E1,-5.789959717E-1,-6.716832275E0,-1.106783432E1,1.295947640E1
7.944510062E1,-2.318827972E0,-1.879192200E0,-1.057700500E1,1.099005739E1
7.945514162E1,5.626799011E-1,1.778451691E0,-9.005572815E0,9.196729898E0
7.946518262E1,2.657274170E0,-1.050665131E0,-1.257355316E1,1.289415536E1
7.947522362E1,4.864883423E-1,-5.789510651E0,-9.965825958E0,1.153571808E1
7.948526462E1,-1.572030945E0,-4.573439484E0,-7.137008514E0,8.621167005E0
7.949530562E1,-3.408861237E0,-2.303110657E0,-6.569089508E0,7.750973525E0
7.950534662E1,-1.261576538E0,-1.946103058E0,-8.959768066E0,9.255070841E0
7.951538762E1,1.668580170E0,-1.202000427E0,-9.695937195E0,9.911617572E0
7.952542862E1,2.312690735E-1,-1.061293030E-1,-9.009015656E0,9.012608496E0
7.953546962E1,-4.863386536E-1,6.890171814E-1,-1.085991669E1,1.089261495E1
7.954551062E1,-2.019450531E0,-4.649331665E-1,-1.301109329E1,1.317508603E1
7.955555162E1,-1.234333191E0,3.003953247E0,-1.231309479E1,1.273419086E1
7.956559262E1,-1.834135895E0,-1.002465363E0,-8.455017700E0,8.709553123E0
7.957563362E1,-9.334588623E-1,-2.836002502E0,-7.428751831E0,8.006285619E0
7.958567462E1,-1.645079041E-1,-1.533261566E0,-6.990762634E0,7.158820859E0
7.959571562E1,-1.487905884E-1,-3.132386169E0,-9.538015594E0,1.004030494E1
7.960575662E1,-1.012943573E0,-3.188519440E0,-1.018796402E1,1.072321415E1
7.961579762E1,-2.142045593E-1,-8.620573425E-1,-1.122455841E1,1.125965088E1
7.962583862E1,-3.459306335E-1,1.542991333E0,-1.030591873E1,1.042652632E1
7.963587962E1,-5.044509888E-1,-2.207309875E0,-9.587562561E0,9.851296541E0
7.964592062E1,-4.110452271E-1,-2.710862732E0,-8.827742615E0,9.243742457E0
7.965596162E1,-6.854246521E-1,-1.272503815E0,-9.311985626E0,9.423489227E0
7.966600262E1,-1.273401947E0,-4.415817261E-2,-1.030337402E1,1.038186008E1
7.967604362E1,-1.046623535E0,7.691006470E-1,-1.021984772E1,1.030204950E1
7.968608462E1,8.741821289E-2,-3.372486877E-1,-1.004366409E1,1.004970482E1
7.969612562E1,7.885601807E-1,-1.794917450E0,-1.013766861E1,1.032549663E1
7.970616662E1,-1.207688599E0,-2.371967468E0,-9.234147491E0,9.610110370E0
7.971620762E1,-1.219663696E0,-1.940564575E0,-8.985514526E0,9.273232538E0
7.972624862E1,-5.291496277E-1,-1.628313904E0,-9.830657043E0,9.978638354E0
7.973628962E1,-1.036594391E0,-1.071771240E0,-9.781858521E0,9.894846014E0
7.974633062E1,-4.649331665E-1,-1.460961914E-1,-1.050141220E1,1.051271445E1
7.975637163E1,-1.086740112E0,-5.325924683E-1,-1.027867538E1,1.034967760E1
7.976641262E1,-8.741821289E-1,-2.138453064E0,-9.064400482E0,9.354171904E0
7.977645362E1,5.712121582E-1,-1.515598297E0,-8.981921997E0,9.126787183E0
7.978649462E1,-1.841171265E-2,-1.886227570E0,-9.435179443E0,9.621891943E0
7.979653562E1,-8.807684326E-1,-1.615141296E0,-9.321715393E0,9.501516316E0
7.980657662E1,-1.382225647E0,-4.974156189E-1,-9.842183075E0,9.951207852E0
7.981661762E1,-1.352587280E0,-5.207670593E-1,-9.806557159E0,9.913084989E0
7.982665862E1,-5.071453857E-1,-2.842588806E-1,-1.028466293E1,1.030108204E1
7.983669862E1,-2.318678284E-1,-1.177601166E0,-1.032941986E1,1.039891446E1
7.984673962E1,-4.373904419E-1,-2.081721039E0,-9.186845856E0,9.429899769E0
7.985678062E1,-1.972897339E-1,-2.285746765E0,-9.585766296E0,9.856494154E0
7.986682262E1,-1.117426300E0,-1.598226471E0,-8.430468750E0,8.653078801E0
7.987686262E1,-1.169817352E0,-1.267115021E0,-9.112151184E0,9.273907068E0
7.988690462E1,-6.355783081E-1,-5.577401733E-1,-1.057026901E1,1.060403795E1
7.989694562E1,-5.140310669E-1,-2.059716797E-1,-1.026849655E1,1.028341741E1
7.990698562E1,-4.278103638E-1,-4.369413757E-1,-1.021400986E1,1.023229871E1
7.991702662E1,-2.104623413E-1,-1.427431641E0,-9.964478760E0,1.006840069E1
7.992706762E1,-7.216493225E-1,-1.891466675E0,-9.191935272E0,9.412231296E0
7.993710937E1,-7.929011536E-1,-1.690584412E0,-9.228010254E0,9.415038032E0
7.994715037E1,-7.493417358E-1,-1.349892883E0,-9.471553802E0,9.596564764E0
7.995719137E1,-6.035449219E-1,-7.759863281E-1,-9.554032288E0,9.604475738E0
7.996723237E1,-2.689906311E-1,-1.785786438E-1,-1.017359390E1,1.017871599E1
7.997727337E1,-8.918453979E-1,-1.128353577E0,-1.031295410E1,1.041276103E1
7.998731437E1,-1.106499023E0,-1.890867920E0,-9.603279877E0,9.850010455E0
7.999735537E1,-5.207670593E-1,-1.920356598E0,-9.101822662E0,9.316766798E0
8.000739637E1,-3.483256531E-1,-1.777254181E0,-9.071585541E0,9.250601462E0
8.001743737E1,-2.471360779E-1,-1.337169342E0,-9.427245941E0,9.524813076E0
8.002747837E1,-6.436614990E-1,-7.415579224E-1,-9.974657593E0,1.002287396E1
8.003751937E1,-1.103205872E0,-4.890330505E-1,-1.029843430E1,1.036889413E1
8.004756037E1,-1.004411316E0,-4.188290405E-1,-1.029888336E1,1.035621834E1
8.005760137E1,-3.772155762E-1,-1.358574829E0,-9.419013062E0,9.523960532E0
8.006764237E1,1.556762695E-1,-1.994003448E0,-9.005872192E0,9.225292342E0
8.007768337E1,-5.366340637E-1,-1.864223328E0,-9.207053833E0,9.409205334E0
8.008772437E1,-9.476792908E-1,-1.112336884E0,-9.515113220E0,9.626669672E0
8.009776537E1,-8.548722839E-1,-3.764671326E-1,-1.017688705E1,1.021966556E1
8.010780637E1,-9.999206543E-1,-3.312611389E-1,-1.048764084E1,1.054040728E1
8.011784737E1,-6.676116943E-1,-8.478369141E-1,-9.889185333E0,9.947890197E0
8.012788837E1,-1.429527283E-1,-1.942510529E0,-9.244476013E0,9.447439833E0
8.013792937E1,-3.531156921E-1,-2.002984772E0,-9.193132782E0,9.415430369E0
8.014797037E1,-6.360273743E-1,-1.487157440E0,-9.392967224E0,9.531211956E0
8.015801137E1,-9.641450500E-1,-7.890092468E-1,-9.803264008E0,9.882109920E0
8.016805237E1,-1.050964508E0,-6.480024719E-1,-1.005548950E1,1.013100699E1
8.017809337E1,-7.740403748E-1,-4.990621948E-1,-1.012868729E1,1.017047235E1
8.018813437E1,-5.087919617E-1,-1.046024780E0,-9.846224670E0,9.914695021E0
8.019817538E1,-2.131567383E-1,-1.743125153E0,-9.450747070E0,9.612520028E0
8.020821637E1,-5.469625854E-1,-1.856738892E0,-9.303752747E0,9.502971249E0
8.021825737E1,-7.367678833E-1,-1.592388611E0,-9.276808777E0,9.441276899E0
8.022829837E1,-6.825805664E-1,-1.159788208E0,-9.591155090E0,9.685106137E0
8.023833937E1,-6.825805664E-1,-7.870632935E-1,-1.012030472E1,1.017378752E1
8.024838037E1,-8.291258240E-1,-6.129753113E-1,-1.033735336E1,1.038865068E1
8.025842137E1,-6.749464417E-1,-9.616003418E-1,-9.910740509E0,9.980130528E0
8.026846237E1,-3.297642517E-1,-1.519340515E0,-9.492061157E0,9.618542773E0
8.027850337E1,-3.793112183E-1,-1.369801483E0,-9.306297455E0,9.414212948E0
8.028854437E1,-5.824388123E-1,-1.757046204E0,-9.464368744E0,9.643688198E0
8.029858537E1,-7.680528259E-1,-1.473236389E0,-9.454938354E0,9.599801555E0
8.030862637E1,-7.264393616E-1,-1.106049957E0,-9.616153107E0,9.706773987E0
8.031866737E1,-6.096821594E-1,-7.346722412E-1,-1.000699036E1,1.005242815E1
8.032870837E1,-7.934999084E-1,-1.098116455E0,-1.012704071E1,1.021726262E1
8.033874937E1,-5.776487732E-1,-1.124311981E0,-9.696086884E0,9.778131539E0
8.034879037E1,-4.405339050E-1,-1.566342773E0,-9.332642670E0,9.473421716E0
8.035883137E1,-4.986131287E-1,-1.842518463E0,-9.259893951E0,9.454582240E0
8.036887237E1,-4.224215698E-1,-1.328936462E0,-9.308093719E0,9.411966893E0
8.037891337E1,-7.264393616E-1,-1.311871948E0,-9.701176300E0,9.816391585E0
8.038895437E1,-7.635621643E-1,-1.010997620E0,-1.000714005E1,1.008702113E1
8.039899537E1,-5.372328186E-1,-6.607260132E-1,-1.008378067E1,1.011967443E1
8.040903638E1,-6.477030945E-1,-1.022074585E0,-9.884844360E0,9.958629614E0
8.041907737E1,-5.780978394E-1,-1.608405304E0,-9.646090851E0,9.796337756E0
8.042911837E1,-7.077282715E-1,-1.860481110E0,-9.331744537E0,9.541683571E0
8.043915937E1,-7.750881958E-1,-1.401685181E0,-9.170230408E0,9.309060575E0
8.044920037E1,-6.036946106E-1,-1.073118439E0,-9.874665527E0,9.951133083E0
8.045924137E1,-5.777984619E-1,-8.896000671E-1,-1.011955627E1,1.017500165E1
8.046928237E1,-6.816824341E-1,-6.509962463E-1,-9.987979889E0,1.003235911E1
8.047932337E1,-5.351371765E-1,-1.296903076E0,-9.726773071E0,9.827433224E0
8.048936437E1,-4.037104797E-1,-1.727407837E0,-9.291328583E0,9.459159943E0
8.049940537E1,-4.664300537E-1,-1.571881256E0,-9.310638428E0,9.453906897E0
8.050944637E1,-7.217990112E-1,-1.266665955E0,-9.662706299E0,9.772068843E0
8.051948737E1,-9.244775391E-1,-9.610015869E-1,-9.947264557E0,1.003624705E1
8.052952837E1,-7.578739929E-1,-6.432124329E-1,-9.839338989E0,9.889422985E0
8.053956937E1,-6.111790466E-1,-8.608598328E-1,-9.806108093E0,9.862777267E0
8.054961037E1,-5.028044128E-1,-1.291663971E0,-9.734856262E0,9.833037910E0
8.055965137E1,-5.815406799E-1,-1.430425415E0,-9.456135864E0,9.581378393E0
8.056969237E1,-7.286846924E-1,-1.565444641E0,-9.388326874E0,9.545799065E0
8.057973337E1,-7.128176880E-1,-1.168320465E0,-9.592202911E0,9.689346648E0
8.058977437E1,-8.202941895E-1,-9.876461792E-1,-9.829309845E0,9.912802811E0
8.059981537E1,-7.750881958E-1,-1.017883301E0,-9.894274750E0,9.976648783E0
8.060985637E1,-5.105882263E-1,-1.198258209E0,-9.949958954E0,1.003484959E1
8.061989737E1,-4.715194702E-1,-1.276545410E0,-9.668843536E0,9.764140214E0
8.062993837E1,-4.773573303E-1,-1.400936737E0,-9.398356018E0,9.514178346E0
8.063997937E1,-4.806504822E-1,-1.450783081E0,-9.541009369E0,9.662642300E0
8.065002037E1,-7.385641479E-1,-1.194965057E0,-9.615554352E0,9.717628516E0
8.066006137E1,-9.250762939E-1,-1.087787933E0,-9.783355408E0,9.887016323E0
8.067010237E1,-7.387138367E-1,-9.304650879E-1,-1.006985962E1,1.013970099E1
8.068014337E1,-5.246589661E-1,-9.135502625E-1,-9.988578644E0,1.004398051E1
8.069018437E1,-4.522096252E-1,-1.208586731E0,-9.557175751E0,9.643898784E0
8.070022537E1,-4.323010254E-1,-1.507365417E0,-9.427096252E0,9.556630077E0
8.071026637E1,-5.800437927E-1,-1.429976349E0,-9.507179718E0,9.631601598E0
8.072030737E1,-7.234455872E-1,-1.274898834E0,-9.569150848E0,9.680774169E0
8.073034837E1,-7.909552002E-1,-1.267115021E0,-9.828860779E0,9.941714883E0
8.074038937E1,-7.626640320E-1,-1.022523651E0,-9.945468292E0,1.002694124E1
8.075043037E1,-6.753955078E-1,-9.642947388E-1,-9.879754944E0,9.949652315E0
8.076047137E1,-5.276527405E-1,-1.215322723E0,-9.735005951E0,9.824752801E0
8.077051237E1,-5.125341797E-1,-1.303040314E0,-9.613159332E0,9.714599204E0
8.078055337E1,-6.129753113E-1,-1.356778564E0,-9.429042206E0,9.545858983E0
8.079059437E1,-7.060816956E-1,-1.450034637E0,-9.417067108E0,9.554177344E0
8.080063537E1,-7.000941467E-1,-1.340612183E0,-9.620045013E0,9.738205117E0
8.081067637E1,-6.655160522E-1,-1.161285095E0,-9.750423889E0,9.841862664E0
8.082071737E1,-6.830296326E-1,-1.023571472E0,-9.927954712E0,1.000392487E1
8.083075837E1,-7.427554321E-1,-1.173858948E0,-9.828711090E0,9.926388676E0
8.084079937E1,-5.851332092E-1,-1.189127197E0,-9.503138123E0,9.595104926E0
8.085084037E1,-4.968168640E-1,-1.272503815E0,-9.416917419E0,9.515483521E0
8.086088137E1,-7.497908020E-1,-1.506916351E0,-9.537716217E0,9.685092347E0
8.087092237E1,-8.252339172E-1,-1.419947205E0,-9.572294312E0,9.712161421E0
8.088096337E1,-7.738906860E-1,-1.260977783E0,-9.722432098E0,9.834361071E0
8.089100437E1,-7.071295166E-1,-1.103654938E0,-9.960137787E0,1.004601568E1
8.090104537E1,-6.029461670E-1,-1.076710968E0,-9.825567627E0,9.902758695E0
8.091108637E1,-3.692820740E-1,-1.279539185E0,-9.555529175E0,9.647887208E0
8.092112737E1,-4.842430115E-1,-1.392254791E0,-9.268575897E0,9.385060674E0
8.093116837E1,-6.956034851E-1,-1.314716034E0,-9.694739685E0,9.808176182E0
8.094120937E1,-7.445516968E-1,-1.177601166E0,-9.960586853E0,1.005755399E1
8.095125037E1,-6.614744568E-1,-9.907896423E-1,-9.883497162E0,9.955035345E0
8.096129137E1,-6.228547668E-1,-1.166823578E0,-9.856702881E0,9.945049874E0
8.097133237E1,-5.258564758E-1,-1.186582489E0,-9.642797699E0,9.729750793E0
8.098137337E1,-4.385879517E-1,-1.295555878E0,-9.615254974E0,9.712051928E0
8.099141437E1,-5.685177612E-1,-1.430874481E0,-9.493258667E0,9.617305982E0
8.100145537E1,-6.962022400E-1,-1.387315063E0,-9.484427032E0,9.610603351E0
8.101149637E1,-7.490423584E-1,-1.393901367E0,-9.681118011E0,9.809590788E0
8.102153737E1,-7.206015015E-1,-1.165626068E0,-9.807904358E0,9.903178204E0
8.103157837E1,-6.849755859E-1,-9.981243896E-1,-9.807155914E0,9.881586461E0
8.104161937E1,-5.584886169E-1,-1.119222565E0,-9.772727509E0,9.852450032E0
8.105166038E1,-5.399272156E-1,-1.192869415E0,-9.632020111E0,9.720610591E0
8.106170137E1,-6.180647278E-1,-1.329684906E0,-9.434730377E0,9.547994724E0
8.107174237E1,-6.397695923E-1,-1.369053040E0,-9.459878082E0,9.579817571E0
8.108178337E1,-6.942562866E-1,-1.312620392E0,-9.683213654E0,9.796407032E0
8.109182437E1,-6.915618896E-1,-1.174607391E0,-9.688003693E0,9.783423528E0
8.110186537E1,-7.066804504E-1,-1.056802368E0,-9.856702881E0,9.938350979E0
8.111190637E1,-7.179071045E-1,-1.034349060E0,-9.892777863E0,9.972578524E0
8.112194737E1,-5.381309509E-1,-9.991722107E-1,-9.735005951E0,9.800932144E0
8.113198837E1,-4.638853455E-1,-1.242266693E0,-9.592352600E0,9.683576021E0
8.114202937E1,-6.030958557E-1,-1.403631134E0,-9.579479370E0,9.700532458E0
8.115207037E1,-8.134085083E-1,-1.257684631E0,-9.639055481E0,9.754731908E0
8.116211137E1,-7.696994019E-1,-1.097817078E0,-9.813442841E0,9.904610032E0
8.117215237E1,-7.566764832E-1,-1.059347076E0,-9.878258057E0,9.963671902E0
8.118219337E1,-6.138734436E-1,-1.048270111E0,-9.725425873E0,9.801000930E0
8.119223437E1,-5.165757751E-1,-1.234782257E0,-9.595945129E0,9.688844135E0
8.120227537E1,-5.634283447E-1,-1.382974091E0,-9.557774506E0,9.673733630E0
8.121231637E1,-6.059399414E-1,-1.315464478E0,-9.591604156E0,9.700334030E0
8.122235737E1,-7.590715027E-1,-1.363065491E0,-9.671388245E0,9.796422187E0
8.123239837E1,-8.156538391E-1,-1.270857239E0,-9.765542450E0,9.881608606E0
8.124243937E1,-7.182064819E-1,-1.040785675E0,-9.829908600E0,9.910911081E0
8.125248037E1,-5.989045715E-1,-1.050515442E0,-9.852062531E0,9.925996448E0
8.126252137E1,-5.357359314E-1,-1.123264160E0,-9.768835602E0,9.847785760E0
8.127256237E1,-6.135740662E-1,-1.247505798E0,-9.651180267E0,9.750796091E0
8.128260337E1,-6.509962463E-1,-1.340312805E0,-9.510323181E0,9.626343103E0
8.129264437E1,-5.983058167E-1,-1.491199036E0,-9.598340149E0,9.731894884E0
8.130268537E1,-5.736071777E-1,-1.492695923E0,-9.580377502E0,9.712919201E0
8.131272637E1,-4.986131287E-1,-1.350641327E0,-9.545200653E0,9.653170596E0
8.132276737E1,-4.659809875E-1,-1.275198212E0,-9.708361359E0,9.802833724E0
8.133280837E1,-6.508465576E-1,-1.275048523E0,-9.654174042E0,9.759734956E0
8.134284937E1,-7.105723572E-1,-1.326391754E0,-9.571695557E0,9.689250951E0
8.135289037E1,-5.816903687E-1,-1.347048798E0,-9.607920227E0,9.719312488E0
8.136293137E1,-6.688092041E-1,-1.479972382E0,-9.610914001E0,9.747168407E0
8.137297237E1,-6.795867920E-1,-1.322350159E0,-9.543853455E0,9.658964070E0
8.138301337E1,-6.168672180E-1,-1.307381287E0,-9.729766846E0,9.836571245E0
8.139305437E1,-6.499484253E-1,-1.252595215E0,-9.808802490E0,9.909794853E0
8.140309537E1,-5.566923523E-1,-1.009650421E0,-9.766590271E0,9.834408262E0
8.141313637E1,-5.758525085E-1,-1.140628052E0,-9.753866730E0,9.837202582E0
8.142317737E1,-6.839277649E-1,-1.283281403E0,-9.698032837E0,9.806447331E0
8.143321837E1,-6.596781921E-1,-1.361867981E0,-9.651180267E0,9.769091067E0
8.144325937E1,-6.071374512E-1,-1.390458527E0,-9.709109802E0,9.826942757E0
8.145330037E1,-5.587879944E-1,-1.233884125E0,-9.783804474E0,9.877122255E0
8.146334137E1,-6.286926270E-1,-1.156794434E0,-9.727521515E0,9.816216308E0
8.147338237E1,-6.176156616E-1,-1.040037231E0,-9.713750153E0,9.788772578E0
8.148342337E1,-5.581892395E-1,-1.194815369E0,-9.777667236E0,9.866201679E0
8.149346437E1,-6.375242615E-1,-1.355880432E0,-9.599238281E0,9.715463165E0
8.150350537E1,-8.122109985E-1,-1.461111603E0,-9.540859680E0,9.686203449E0
8.151354637E1,-8.388555908E-1,-1.383423157E0,-9.711504822E0,9.845347340E0
8.152358737E1,-6.911128235E-1,-1.113534393E0,-9.756261749E0,9.843893493E0
8.153362837E1,-6.319857788E-1,-1.085841980E0,-9.738897858E0,9.819602350E0
8.154366937E1,-6.213578796E-1,-1.181044006E0,-9.691895599E0,9.783342520E0
8.155371037E1,-5.977070618E-1,-1.262474670E0,-9.555229797E0,9.656785827E0
8.156375137E1,-5.426216125E-1,-1.265767822E0,-9.476044464E0,9.575595286E0
8.157379237E1,-5.840853882E-1,-1.316212921E0,-9.666149139E0,9.772820032E0
8.158383337E1,-7.313790894E-1,-1.207987976E0,-9.735455017E0,9.837338802E0
8.159387437E1,-7.616162109E-1,-1.113235016E0,-9.735155640E0,9.828153783E0
8.160391537E1,-6.697073364E-1,-1.211281128E0,-9.683812408E0,9.782225342E0
8.161395637E1,-4.869374084E-1,-1.165326691E0,-9.621242523E0,9.703782872E0
8.162399737E1,-4.516108704E-1,-1.241817627E0,-9.582772522E0,9.673447814E0
8.163403837E1,-6.033952332E-1,-1.366208954E0,-9.595496063E0,9.711032768E0
8.164407937E1,-7.312294006E-1,-1.296603699E0,-9.702673187E0,9.816198071E0
8.165412037E1,-7.161108398E-1,-1.221160583E0,-9.692045288E0,9.794885899E0
8.166416037E1,-6.542893982E-1,-1.162632294E0,-9.722731476E0,9.813832881E0
8.167420137E1,-5.995033264E-1,-1.164129181E0,-9.752818909E0,9.840329144E0
8.168424237E1,-5.667214966E-1,-1.073417816E0,-9.654772797E0,9.730777812E0
8.169428337E1,-5.876779175E-1,-1.240769806E0,-9.636510773E0,9.733818106E0
8.170432437E1,-6.292913818E-1,-1.335373077E0,-9.654174042E0,9.766386503E0
8.171436537E1,-6.381230164E-1,-1.301543427E0,-9.678872681E0,9.786817289E0
8.172440637E1,-7.217990112E-1,-1.287622375E0,-9.726174316E0,9.837552136E0
8.173444737E1,-6.950047302E-1,-1.170715485E0,-9.763147430E0,9.857619087E0
8.174448837E1,-5.219645691E-1,-1.026714935E0,-9.761351166E0,9.829067461E0
8.175452937E1,-5.101391602E-1,-1.096619568E0,-9.739496613E0,9.814306430E0
8.176457037E1,-6.048921204E-1,-1.235979767E0,-9.709708557E0,9.806731399E0
8.177461137E1,-5.789959717E-1,-1.265169067E0,-9.641151123E0,9.741030956E0
8.178465237E1,-6.349795532E-1,-1.270408173E0,-9.638157349E0,9.742238605E0
8.179469337E1,-7.387138367E-1,-1.242865448E0,-9.725575562E0,9.832458119E0
8.180473437E1,-7.674540710E-1,-1.060394897E0,-9.777367859E0,9.864600617E0
8.181477537E1,-6.948550415E-1,-1.070573730E0,-9.718989258E0,9.802433567E0
8.182481637E1,-6.204597473E-1,-1.191372528E0,-9.696685638E0,9.789282464E0
8.183485737E1,-5.774990845E-1,-1.254092102E0,-9.639504547E0,9.737879651E0
8.184489837E1,-6.391708374E-1,-1.335522766E0,-9.529782715E0,9.644113179E0
8.185493937E1,-6.926097107E-1,-1.419797516E0,-9.587712250E0,9.716983039E0
8.186498037E1,-7.303312683E-1,-1.355281677E0,-9.653724976E0,9.775713687E0
8.187502137E1,-6.762936401E-1,-1.181044006E0,-9.714348907E0,9.809220801E0
8.188506237E1,-6.938072205E-1,-1.138083344E0,-9.823921051E0,9.913930955E0
8.189510337E1,-6.770420837E-1,-1.100661163E0,-9.759854279E0,9.845029026E0
8.190514437E1,-6.044430542E-1,-1.148561554E0,-9.620793457E0,9.707945807E0
8.191518537E1,-5.701643372E-1,-1.294208679E0,-9.604477386E0,9.708040448E0
8.192522637E1,-6.424639893E-1,-1.342109070E0,-9.644893341E0,9.758995045E0
8.193526742E1,-6.954537964E-1,-1.336570587E0,-9.665550385E0,9.782276890E0
8.194530842E1,-6.873706055E-1,-1.246158600E0,-9.709858246E0,9.813599582E0
8.195534942E1,-6.352789307E-1,-1.178499298E0,-9.774224396E0,9.865490482E0
8.196539042E1,-5.255570984E-1,-1.086889801E0,-9.714498596E0,9.789229933E0
8.197543142E1,-5.164260864E-1,-1.264420624E0,-9.646839294E0,9.743046946E0
