"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.629804054E1,-7.637118530E-1,-1.514550476E0,-8.537945251E0,8.704804883E0
2.630808154E1,-3.697311401E-1,-1.344354401E0,-8.861123199E0,8.970144605E0
2.631812254E1,-4.694238281E-1,-1.337169342E0,-8.760831757E0,8.874714285E0
2.632816354E1,-5.447172546E-1,-1.523382111E0,-8.752149811E0,8.900423375E0
2.633820454E1,-2.230361938E-1,-1.672771454E0,-9.018595734E0,9.175128255E0
2.634824554E1,-8.681945801E-1,-1.535057831E0,-8.494086456E0,8.675233086E0
2.635828654E1,-8.231382751E-1,-1.836231537E0,-8.293204193E0,8.533846651E0
2.636832754E1,-2.356100464E-1,-1.585951996E0,-8.579708405E0,8.728238776E0
2.637836854E1,-8.015830994E-1,-1.423390045E0,-8.882828064E0,9.031788810E0
2.638840954E1,-6.430627441E-1,-1.492845612E0,-8.940158844E0,9.086724265E0
2.639845054E1,-3.643423462E-1,-1.276994476E0,-8.884474640E0,8.983170368E0
2.640849154E1,-5.815406799E-1,-1.554966431E0,-8.677604828E0,8.834983628E0
2.641853254E1,-7.866142273E-1,-1.504371643E0,-8.706345062E0,8.870306665E0
2.642857354E1,-6.806346130E-1,-1.466799774E0,-8.523126068E0,8.675162421E0
2.643861454E1,-3.408412170E-1,-1.777703247E0,-8.987310791E0,9.167778184E0
2.644865554E1,-7.153623962E-1,-1.170715485E0,-8.779991913E0,8.886539039E0
2.645869654E1,-7.800279236E-1,-1.603914642E0,-8.833879852E0,9.012126219E0
2.646873754E1,-6.494993591E-1,-1.163081360E0,-8.776998138E0,8.877516769E0
2.647877854E1,-8.981323242E-1,-1.539099426E0,-8.267308044E0,8.457177485E0
2.648881954E1,-5.661227417E-1,-1.615889740E0,-8.682694244E0,8.849902483E0
2.649886054E1,-7.223977661E-1,-1.604812775E0,-8.740474091E0,8.915894229E0
2.650890154E1,-7.866142273E-1,-1.761387177E0,-8.957522736E0,9.162884933E0
2.651894254E1,-6.650669861E-1,-1.453926544E0,-8.764424286E0,8.909059970E0
2.652898354E1,-7.607180786E-1,-1.703008575E0,-8.813073120E0,9.008284411E0
2.653902454E1,-8.360115051E-1,-1.252744904E0,-8.464597778E0,8.597540380E0
2.654906554E1,-6.122268677E-1,-1.794468384E0,-8.388705597E0,8.600309303E0
2.655910554E1,-4.104464722E-1,-1.501826935E0,-8.780291290E0,8.917256618E0
2.656914654E1,-8.223898315E-1,-1.790277100E0,-8.815767517E0,9.033226115E0
2.657918754E1,-5.327421570E-1,-1.663939819E0,-8.983718262E0,9.152032765E0
2.658922854E1,-5.980064392E-1,-1.572929077E0,-8.725654907E0,8.886437483E0
2.659926954E1,-9.139993286E-1,-1.696122894E0,-8.750503235E0,8.960107952E0
2.660931054E1,-5.867797852E-1,-1.444645844E0,-8.773704987E0,8.911184619E0
2.661935154E1,-4.670288086E-1,-1.330433350E0,-8.638985138E0,8.753298408E0
2.662939254E1,-5.528004456E-1,-1.800755310E0,-9.378148041E0,9.565457056E0
2.663943354E1,-7.125183105E-1,-1.502276001E0,-8.897647247E0,9.051665154E0
2.664947454E1,-4.643344116E-1,-1.754052429E0,-9.049132233E0,9.229252436E0
2.665951554E1,-9.496252441E-1,-1.404978333E0,-8.958869934E0,9.117954963E0
2.666955654E1,-6.436614990E-1,-1.535806274E0,-8.810229034E0,8.966221985E0
2.667959754E1,-2.923420715E-1,-1.213526459E0,-8.899892578E0,8.987001628E0
2.668963854E1,-8.059240723E-1,-1.876198425E0,-9.091045074E0,9.317549822E0
2.669967954E1,-1.408570862E-1,-1.259181519E0,-9.201665039E0,9.288488483E0
2.670972054E1,-6.077362061E-1,-1.736239471E0,-9.401948547E0,9.580214365E0
2.671976154E1,-8.035290527E-1,-1.609602814E0,-9.350006561E0,9.521507383E0
2.672980254E1,-7.324269104E-1,-1.378483429E0,-9.084009705E0,9.217152383E0
2.673984354E1,-5.023553467E-1,-1.649569702E0,-9.025331726E0,9.188582799E0
2.674988454E1,-4.668791199E-1,-1.291514282E0,-8.865763550E0,8.971496451E0
2.675992554E1,-5.809419250E-1,-1.900597687E0,-9.234446869E0,9.445886621E0
2.676996654E1,-3.947291565E-1,-1.492695923E0,-9.054071960E0,9.184779327E0
2.678000754E1,-7.785310364E-1,-1.972448273E0,-9.290580139E0,9.529509016E0
2.679004854E1,-9.836045837E-1,-1.601669312E0,-9.386530609E0,9.572866835E0
2.680008954E1,-5.813909912E-1,-1.481020203E0,-8.945248260E0,9.085642672E0
2.681013054E1,-4.890330505E-1,-1.394350433E0,-9.105415192E0,9.224529921E0
2.682017154E1,-7.020401001E-1,-1.830393677E0,-9.253457336E0,9.458841049E0
2.683021254E1,-7.348219299E-1,-1.442699890E0,-9.132658539E0,9.275063247E0
2.684025354E1,-7.283853149E-1,-1.855242004E0,-9.402247925E0,9.611177561E0
2.685029454E1,-8.614585876E-1,-1.584754486E0,-9.303303680E0,9.476550905E0
2.686033554E1,-9.590556335E-1,-1.477577362E0,-9.427245941E0,9.590411284E0
2.687037654E1,-8.276289368E-1,-1.421743469E0,-9.063502350E0,9.211590470E0
2.688041600E1,-5.510041809E-1,-1.459465027E0,-9.258247375E0,9.388758610E0
2.689045700E1,-7.801776123E-1,-1.428778839E0,-9.096433868E0,9.240952072E0
2.690049800E1,-6.683601379E-1,-1.705253906E0,-9.288334808E0,9.467193865E0
2.691053900E1,-1.001567230E0,-1.516945496E0,-9.510323181E0,9.682484576E0
2.692058000E1,-1.001417542E0,-1.794169006E0,-9.136999512E0,9.365182304E0
2.693062100E1,-6.490502930E-1,-1.585652618E0,-9.318871307E0,9.475068493E0
2.694066200E1,-9.976753235E-1,-1.570084991E0,-9.007818146E0,9.197897079E0
2.695070200E1,-5.260061646E-1,-1.619033203E0,-9.035660248E0,9.194623816E0
2.696074300E1,-8.737330627E-1,-1.390608215E0,-9.285790100E0,9.429904478E0
2.697078400E1,-9.883946228E-1,-1.980681152E0,-9.262288971E0,9.523130722E0
2.698082500E1,-8.101153564E-1,-1.366059265E0,-9.681118011E0,9.810527547E0
2.699086600E1,-9.669891357E-1,-1.835183716E0,-9.166637878E0,9.398415678E0
2.700090700E1,-3.671864319E-1,-1.193917236E0,-9.103768616E0,9.189062371E0
2.701094800E1,-7.632627869E-1,-1.942510529E0,-9.641749878E0,9.865052354E0
2.702098900E1,-8.842112732E-1,-1.515598297E0,-8.976832581E0,9.146714763E0
2.703103000E1,-5.469625854E-1,-1.627864838E0,-9.476643219E0,9.630985344E0
2.704107100E1,-8.155041504E-1,-1.592538300E0,-9.530231781E0,9.696728472E0
2.705111200E1,-6.539900208E-1,-1.442400513E0,-9.521250458E0,9.652068818E0
2.706115300E1,-7.638615417E-1,-1.510508881E0,-9.433383179E0,9.584040887E0
2.707119400E1,-2.200424194E-1,-1.739083557E0,-9.688303070E0,9.845610528E0
2.708123500E1,-6.213578796E-1,-1.394051056E0,-9.381740570E0,9.505078647E0
2.709127600E1,-8.039781189E-1,-2.048789520E0,-9.302255859E0,9.559073354E0
2.710131700E1,-7.177574158E-1,-1.578766937E0,-9.607471161E0,9.762744638E0
2.711135800E1,-8.050259399E-1,-1.577419739E0,-9.702224121E0,9.862528717E0
2.712139900E1,-7.197033691E-1,-1.601519623E0,-9.799521790E0,9.955574586E0
2.713144000E1,-6.212081909E-1,-1.440753937E0,-9.702373810E0,9.828414372E0
2.714148100E1,-2.275268555E-1,-1.925296326E0,-9.482780457E0,9.678928639E0
2.715152200E1,-5.487588501E-1,-1.576521606E0,-9.268875275E0,9.417993709E0
2.716156300E1,-8.475375366E-1,-2.416574707E0,-9.701026611E0,1.003334792E1
2.717160400E1,-8.379574585E-1,-1.422641602E0,-9.795779572E0,9.933950838E0
2.718164500E1,-3.613485718E-1,-2.005828857E0,-9.512418823E0,9.728310956E0
2.719168600E1,-6.637197876E-1,-1.177301788E0,-9.779014435E0,9.871964687E0
2.720172700E1,-7.131170654E-1,-1.596280518E0,-1.005189697E1,1.020280747E1
2.721176800E1,-8.948391724E-1,-1.354084167E0,-9.174421692E0,9.316882228E0
2.722180900E1,-6.339317322E-1,-1.875449982E0,-8.939560089E0,9.156140926E0
2.723185000E1,-7.906558228E-1,-1.975292358E0,-9.501940613E0,9.737237387E0
2.724189100E1,-1.029858398E0,-1.102906494E0,-9.501491547E0,9.620569249E0
2.725193200E1,-8.592132568E-1,-1.578766937E0,-9.705068207E0,9.870111517E0
2.726197300E1,-2.586621094E-1,-1.166224823E0,-9.850865021E0,9.923030186E0
2.727201400E1,-5.577401733E-1,-1.325493622E0,-9.755213928E0,9.860639240E0
2.728205500E1,-7.310797119E-1,-1.843117218E0,-9.814041595E0,1.001234094E1
2.729209600E1,-7.979905701E-1,-1.781894531E0,-1.011237122E1,1.029912563E1
2.730213700E1,-1.030307465E0,-1.703158264E0,-9.850266266E0,1.004937944E1
2.731217800E1,-6.828799438E-1,-2.067051544E0,-1.016685791E1,1.039730864E1
2.732221900E1,-8.298742676E-1,-1.463356934E0,-9.815388794E0,9.958512037E0
2.733226000E1,-4.796026611E-1,-1.872755585E0,-9.590706024E0,9.783602314E0
2.734230100E1,-7.837701416E-1,-1.748513947E0,-9.486522675E0,9.678104624E0
2.735234200E1,-6.827302551E-1,-2.417323151E0,-9.276210022E0,9.610288455E0
2.736238300E1,-8.945397949E-1,-1.646575928E0,-9.625284119E0,9.805993478E0
2.737242300E1,-7.713459778E-1,-2.114502869E0,-9.566755829E0,9.827965918E0
2.738246400E1,-5.695655823E-1,-1.365909576E0,-9.863289185E0,9.973694775E0
2.739250500E1,-4.773573303E-1,-1.480720825E0,-1.045006897E1,1.056524234E1
2.740254600E1,-5.560935974E-1,-1.649120636E0,-9.930649109E0,1.008199537E1
2.741258700E1,-6.415658569E-1,-1.261426849E0,-1.010249176E1,1.020113446E1
2.742262800E1,-6.788383484E-1,-2.185006256E0,-9.740245056E0,1.000537094E1
2.743266900E1,-4.438270569E-1,-1.516047363E0,-9.999954987E0,1.012395584E1
2.744271000E1,-1.086889801E0,-2.103425903E0,-9.908345490E0,1.018729799E1
2.745275100E1,-4.682263184E-1,-1.664538574E0,-9.947863312E0,1.009702476E1
2.746279200E1,-3.011737061E-1,-1.511856079E0,-1.017104919E1,1.028720837E1
2.747283300E1,-8.358618164E-1,-1.976938934E0,-9.416168976E0,9.657701109E0
2.748287400E1,-3.903881836E-1,-1.789079590E0,-9.849817200E0,1.001858810E1
2.749291500E1,-1.037342834E0,-2.021695862E0,-9.582323456E0,9.848058546E0
2.750295600E1,-5.273533630E-1,-1.928739166E0,-1.010518616E1,1.030111274E1
2.751299700E1,-8.262817383E-1,-1.362466736E0,-1.015293686E1,1.027721674E1
2.752303800E1,-5.144801331E-1,-1.867516479E0,-9.827064514E0,1.001616217E1
2.753307900E1,-4.619393921E-1,-1.321601715E0,-1.002989273E1,1.012713026E1
2.754312000E1,-9.946815491E-1,-2.033221893E0,-9.768536224E0,1.002734674E1
2.755316100E1,-7.723937988E-1,-1.687440948E0,-9.956694946E0,1.012816979E1
2.756320200E1,-8.336164856E-1,-1.908531189E0,-1.012374756E1,1.033574731E1
2.757324300E1,-5.436694336E-1,-1.746268616E0,-9.889784088E0,1.005747781E1
2.758328400E1,-6.650669861E-1,-1.471889191E0,-1.021790176E1,1.034477106E1
2.759332500E1,-8.149053955E-1,-2.009720764E0,-1.009440857E1,1.032473403E1
2.760336600E1,-7.262896729E-1,-1.298250275E0,-1.029693741E1,1.040383922E1
2.761340700E1,-8.699908447E-1,-1.966011658E0,-1.004381378E1,1.027133298E1
2.762344800E1,-5.706134033E-1,-1.643582153E0,-9.841734009E0,9.994332907E0
2.763348900E1,-7.084767151E-1,-1.663191376E0,-1.010279114E1,1.026326135E1
2.764353000E1,-9.315129089E-1,-1.872456207E0,-9.759854279E0,9.981410927E0
2.765357100E1,-2.598596191E-1,-1.477876740E0,-1.049048492E1,1.059726005E1
2.766361200E1,-9.174421692E-1,-1.753902740E0,-1.000878662E1,1.020263126E1
2.767365300E1,-7.360194397E-1,-1.855840759E0,-1.006985962E1,1.026586296E1
2.768369400E1,-7.457492065E-1,-1.599873047E0,-1.003183868E1,1.018594733E1
2.769373500E1,-5.897735596E-1,-2.090702362E0,-9.971364441E0,1.020524267E1
2.770377600E1,-8.003855896E-1,-1.532812500E0,-1.045710434E1,1.059911140E1
2.771381700E1,-7.536827087E-1,-1.740430756E0,-1.010892838E1,1.028530844E1
2.772385800E1,-1.863624573E-1,-1.590143280E0,-1.030142807E1,1.042509985E1
2.773389900E1,-9.041198730E-1,-1.834884338E0,-1.006477020E1,1.027053224E1
2.774394000E1,-6.764433289E-1,-2.186054077E0,-9.713301086E0,9.979209688E0
2.775398100E1,-8.370593262E-1,-1.635349274E0,-1.017524048E1,1.033975601E1
2.776402200E1,-6.843768311E-1,-1.872306519E0,-1.020981857E1,1.040261018E1
2.777406300E1,-5.189707947E-1,-1.209634552E0,-1.023870850E1,1.032296944E1
2.778410400E1,-6.267466736E-1,-1.851200409E0,-1.048913773E1,1.066966563E1
2.779414400E1,-6.978488159E-1,-1.606159973E0,-1.010114456E1,1.025182249E1
2.780418500E1,-7.984396362E-1,-1.652413788E0,-1.027598099E1,1.043857090E1
2.781422600E1,-9.611512756E-1,-2.226470032E0,-9.879156189E0,1.017244846E1
2.782426700E1,-5.331912231E-1,-1.397044830E0,-1.028406418E1,1.039220877E1
2.783430800E1,-9.566606140E-1,-1.820963287E0,-1.011267059E1,1.031974871E1
2.784434900E1,-3.731739807E-1,-1.445843353E0,-1.024155258E1,1.034983677E1
2.785439000E1,-4.611909485E-1,-1.376687164E0,-1.067460205E1,1.077288697E1
2.786443100E1,-9.488768005E-1,-2.210453339E0,-1.008393036E1,1.036687622E1
2.787447200E1,-7.717950439E-1,-1.825753326E0,-1.019470001E1,1.038561270E1
2.788451338E1,-9.078620911E-1,-2.197879486E0,-1.002480331E1,1.030298837E1
2.789455437E1,-5.839356995E-1,-1.549128571E0,-1.044961990E1,1.057994973E1
2.790459537E1,-1.141526184E0,-1.597627716E0,-1.061307999E1,1.079319059E1
2.791463637E1,-3.817062378E-1,-1.660197601E0,-1.045246399E1,1.059037106E1
2.792467737E1,-5.918692017E-1,-1.386416931E0,-1.044348267E1,1.055171982E1
2.793471837E1,-1.101259918E0,-2.732417908E0,-9.964329071E0,1.039070425E1
2.794475937E1,-7.752378845E-1,-1.811532898E0,-9.928104401E0,1.012175391E1
2.795480037E1,-8.536747742E-1,-2.434687042E0,-1.048150360E1,1.079436795E1
2.796484137E1,-7.587721252E-1,-1.475631409E0,-1.033226395E1,1.046465009E1
2.797488237E1,-4.876858521E-1,-1.446142731E0,-1.066412384E1,1.077277604E1
2.798492337E1,-4.691244507E-1,-1.649569702E0,-1.069031937E1,1.082700726E1
2.799496437E1,-9.467811584E-1,-1.647923126E0,-1.045770309E1,1.062899803E1
2.800500537E1,-8.806187439E-1,-2.362537079E0,-1.035935760E1,1.066177100E1
2.801504637E1,-7.759863281E-1,-2.129920807E0,-1.039767792E1,1.064191822E1
2.802508737E1,-6.828799438E-1,-1.667682037E0,-1.052521271E1,1.067837024E1
2.803512837E1,-8.253836060E-1,-1.738484802E0,-1.058389069E1,1.075743136E1
2.804516937E1,-4.860392761E-1,-1.216969299E0,-1.063553329E1,1.071596085E1
2.805521037E1,-8.265811157E-1,-1.732197876E0,-1.037642212E1,1.055243488E1
2.806525137E1,-8.005352783E-1,-2.098486176E0,-1.013093262E1,1.037691171E1
2.807529237E1,-8.005352783E-1,-2.126627655E0,-1.019499939E1,1.044516225E1
2.808533337E1,-5.992039490E-1,-1.922003174E0,-1.026220963E1,1.045782425E1
2.809537437E1,-6.450086975E-1,-1.518143005E0,-1.087997498E1,1.100430143E1
2.810541537E1,-1.020128632E0,-1.428629150E0,-1.057446030E1,1.071918160E1
2.811545637E1,-4.695735168E-1,-1.224753113E0,-1.021565643E1,1.029952212E1
2.812549737E1,-7.268884277E-1,-1.644180908E0,-1.055559952E1,1.070758511E1
2.813553837E1,-9.602531433E-1,-2.009870453E0,-1.014260834E1,1.038432324E1
2.814557937E1,-7.810757446E-1,-1.882185974E0,-1.046399002E1,1.066057177E1
2.815562037E1,-6.429130554E-1,-2.076931000E0,-1.058044785E1,1.080152101E1
2.816566137E1,-6.858737183E-1,-1.388063507E0,-1.045156586E1,1.056562217E1
2.817570237E1,-7.791297913E-1,-1.440903625E0,-1.056083862E1,1.068712117E1
2.818574337E1,-6.120771790E-1,-1.642833710E0,-1.023317001E1,1.038225937E1
2.819578437E1,-9.069639587E-1,-1.853296051E0,-1.053464310E1,1.073480298E1
2.820582537E1,-9.358538818E-1,-2.155667267E0,-1.020966888E1,1.047664367E1
2.821586637E1,-5.430706787E-1,-1.663341064E0,-1.050096313E1,1.064574356E1
2.822590737E1,-6.192622375E-1,-1.686243439E0,-1.052491333E1,1.067711119E1
2.823594837E1,-1.016386414E0,-1.865271149E0,-1.054287598E1,1.075474368E1
2.824598837E1,-6.379733276E-1,-1.449585571E0,-1.017404297E1,1.029657509E1
2.825602937E1,-6.038442993E-1,-2.084864502E0,-1.037043457E1,1.059514989E1
2.826607037E1,-8.433462524E-1,-1.753453674E0,-1.062954575E1,1.080615914E1
2.827611137E1,-1.132993927E0,-2.178569641E0,-1.044677582E1,1.073149411E1
2.828615237E1,-4.303550720E-1,-1.540446625E0,-1.057446030E1,1.069473664E1
2.829619337E1,-9.134005737E-1,-1.898052979E0,-1.076935501E1,1.097341848E1
2.830623437E1,-9.271719360E-1,-1.427731018E0,-1.049572403E1,1.063288703E1
2.831627537E1,-5.034031677E-1,-2.162403259E0,-1.066472260E1,1.089337921E1
2.832631637E1,-8.993298340E-1,-2.123184814E0,-1.034678375E1,1.060059630E1
2.833635737E1,-1.020278320E0,-2.258952484E0,-1.026759842E1,1.056254758E1
2.834639837E1,-9.250762939E-1,-1.800904999E0,-1.077833633E1,1.096683907E1
2.835643937E1,-8.135581970E-1,-1.788929901E0,-1.100661163E1,1.118068186E1
2.836648037E1,-8.123606873E-1,-1.552870789E0,-1.069885162E1,1.084143734E1
2.837652137E1,-7.126679993E-1,-1.699416046E0,-1.051787796E1,1.067809287E1
2.838656237E1,-5.565426636E-1,-2.123783569E0,-1.065798660E1,1.088176800E1
2.839660337E1,-1.110241241E0,-1.824106750E0,-1.054347473E1,1.075754900E1
2.840664437E1,-8.503816223E-1,-2.246228943E0,-1.040351578E1,1.067716413E1
2.841668537E1,-5.201683044E-1,-1.268911285E0,-1.066891388E1,1.075669253E1
2.842672637E1,-9.512718201E-1,-1.748513947E0,-1.074286011E1,1.092571565E1
2.843676737E1,-9.162446594E-1,-1.595532074E0,-1.031804352E1,1.048080383E1
2.844680837E1,-4.302053833E-1,-1.632954254E0,-1.051443512E1,1.064917660E1
2.845684937E1,-8.725355530E-1,-2.077829132E0,-1.035501663E1,1.059740825E1
2.846689037E1,-8.258326721E-1,-1.686243439E0,-1.042836411E1,1.059604617E1
2.847693137E1,-8.940907288E-1,-2.023342438E0,-1.071546707E1,1.094141432E1
2.848697237E1,-7.238946533E-1,-1.297352142E0,-1.039243881E1,1.049809176E1
2.849701337E1,-7.899073792E-1,-1.800755310E0,-1.079555054E1,1.097317569E1
2.850705437E1,-8.617579651E-1,-1.247356110E0,-1.041803558E1,1.052777229E1
2.851709537E1,-4.589456177E-1,-1.811682587E0,-1.055500076E1,1.071918215E1
2.852713637E1,-9.027726746E-1,-1.794169006E0,-1.013063324E1,1.032781539E1
2.853717737E1,-9.000782776E-1,-2.080224152E0,-9.879754944E0,1.013642102E1
2.854721837E1,-8.520281982E-1,-1.846260681E0,-1.008198441E1,1.028499101E1
2.855725937E1,-8.442443848E-1,-1.631607056E0,-1.062385757E1,1.078152308E1
2.856730037E1,-6.707551575E-1,-1.319356384E0,-1.069256470E1,1.079451498E1
2.857734137E1,-8.828640747E-1,-1.337768097E0,-1.027358597E1,1.039786714E1
2.858738237E1,-4.168830872E-1,-1.759890289E0,-1.035786072E1,1.051457484E1
2.859742337E1,-9.135502625E-1,-1.674118652E0,-1.041354492E1,1.058674479E1
2.860746437E1,-1.009800110E0,-1.963466949E0,-1.045575714E1,1.068633502E1
2.861750537E1,-3.541635132E-1,-1.645378418E0,-1.056203613E1,1.069529379E1
2.862754637E1,-5.652246094E-1,-1.467099152E0,-1.073941727E1,1.085389064E1
2.863758737E1,-1.005159760E0,-1.951042786E0,-1.009171417E1,1.032761391E1
2.864762837E1,-5.676196289E-1,-1.761387177E0,-1.025337799E1,1.041904204E1
2.865766937E1,-7.337741089E-1,-2.365979919E0,-9.877210236E0,1.018310205E1
2.866771037E1,-7.788304138E-1,-2.468067627E0,-1.022837997E1,1.055071995E1
2.867775137E1,-8.047265625E-1,-1.758992157E0,-1.081994980E1,1.099149452E1
2.868779237E1,-1.956431580E-1,-1.007255402E0,-1.082399139E1,1.087251716E1
2.869783337E1,1.697470093E-1,-9.479786682E-1,-1.155462204E1,1.159468706E1
2.870787437E1,-1.101259918E0,-2.031425629E0,-1.082878143E1,1.107257742E1
2.871791437E1,-6.945556641E-1,-1.937870178E0,-9.903854828E0,1.011553700E1
2.872795537E1,4.028123474E-1,-2.288740540E0,-9.851014709E0,1.012141699E1
2.873799637E1,-3.221301270E-1,-2.257006531E0,-9.893226929E0,1.015252606E1
2.874803737E1,-1.156195679E0,-2.217039642E0,-1.009845016E1,1.040340084E1
2.875807837E1,-6.756948853E-1,-2.063309326E0,-1.030217651E1,1.052846854E1
2.876811937E1,-2.456391907E-1,-2.090253296E0,-1.038719971E1,1.059827416E1
2.877816037E1,-9.840536499E-1,-1.824256439E0,-1.011716125E1,1.032730483E1
2.878820137E1,-9.839039612E-1,-1.984423370E0,-1.036744080E1,1.060140707E1
2.879824237E1,-5.969586182E-1,-1.704954529E0,-1.034229309E1,1.049886927E1
2.880828337E1,-9.449848938E-1,-2.102827148E0,-1.069495972E1,1.094061433E1
2.881832437E1,-6.830296326E-1,-1.479523315E0,-1.062879730E1,1.075299264E1
2.882836537E1,-4.257147217E-1,-1.755848694E0,-1.071397018E1,1.086523791E1
2.883840637E1,-6.924600220E-1,-1.298100586E0,-1.059960800E1,1.070122684E1
2.884844737E1,-9.584568787E-1,-1.988165588E0,-1.027687912E1,1.051121717E1
2.885848837E1,-4.430786133E-1,-1.438658295E0,-1.013422577E1,1.024541792E1
2.886852937E1,-5.465135193E-1,-1.768123169E0,-9.664801941E0,9.840392935E0
2.887857012E1,-8.999285889E-1,-2.149829407E0,-1.030876282E1,1.056892751E1
2.888861112E1,-1.108145599E0,-1.607956238E0,-1.037612274E1,1.055828741E1
2.889865212E1,-8.617579651E-1,-1.830094299E0,-1.006521927E1,1.026647509E1
2.890869312E1,-6.466552734E-1,-1.616488495E0,-1.058628571E1,1.072849678E1
2.891873412E1,-1.788630524E0,-2.008223877E0,-1.007030869E1,1.042320869E1
2.892877512E1,-7.611671448E-1,-1.271905060E0,-1.005743546E1,1.016607721E1
2.893881612E1,-4.462220764E-1,-1.825304260E0,-1.031759445E1,1.048730685E1
2.894885712E1,-9.280700684E-1,-1.955383759E0,-1.088491470E1,1.109802720E1
2.895889812E1,-1.194965057E0,-2.058070221E0,-1.016985168E1,1.044459084E1
2.896893912E1,-4.046086121E-1,-1.981579285E0,-1.042836411E1,1.062267116E1
2.897898012E1,-4.676275635E-1,-1.776056671E0,-1.028870453E1,1.045133933E1
2.898902112E1,-1.378333740E0,-1.973496094E0,-1.009904892E1,1.038196898E1
2.899906212E1,-3.094065857E-1,-1.535207520E0,-9.970765686E0,1.009300564E1
2.900910312E1,-5.780978394E-1,-1.930984497E0,-1.018646713E1,1.038397857E1
2.901914412E1,-1.027613068E0,-2.191891937E0,-1.042297531E1,1.070041089E1
2.902918512E1,-7.092251587E-1,-1.966460724E0,-1.053374496E1,1.073916901E1
2.903922612E1,-5.185217285E-1,-1.725910950E0,-1.048599426E1,1.063972317E1
2.904926712E1,-1.257534943E0,-1.823807373E0,-9.796827393E0,1.004417714E1
2.905930812E1,-6.812333679E-1,-1.505569153E0,-9.951455841E0,1.008772971E1
2.906934912E1,-8.764274597E-1,-1.265318756E0,-1.035366943E1,1.046745563E1
2.907939012E1,-8.129594421E-1,-1.543889465E0,-1.024289978E1,1.039045204E1
2.908943112E1,-2.883004761E-1,-1.418450317E0,-1.081036972E1,1.090684244E1
2.909947212E1,-7.902067566E-1,-1.715881805E0,-1.070828201E1,1.087363696E1
2.910951312E1,-9.458830261E-1,-1.822759552E0,-9.919272766E0,1.012961595E1
2.911955412E1,-6.497987366E-1,-1.770518188E0,-1.036908737E1,1.053920993E1
2.912959512E1,-9.205856323E-1,-1.472637634E0,-1.055245605E1,1.069441295E1
2.913963612E1,-9.964778137E-1,-1.173858948E0,-1.042402313E1,1.053713297E1
2.914967712E1,-1.314266968E-1,-1.675016785E0,-1.052027298E1,1.065359553E1
2.915971812E1,-5.267546082E-1,-1.685794373E0,-1.020682480E1,1.035850595E1
2.916975912E1,-1.295555878E0,-2.366129608E0,-9.785151672E0,1.015018362E1
2.917980012E1,-8.062234497E-1,-1.895957336E0,-9.755662994E0,9.970838026E0
2.918984112E1,-7.665559387E-1,-1.960772552E0,-1.023466690E1,1.044895419E1
2.919988212E1,-1.256786499E0,-1.508562927E0,-1.041489212E1,1.059836083E1
2.920992312E1,-3.635939026E-1,-1.165925446E0,-1.046099625E1,1.053204753E1
2.921996412E1,-2.522254944E-1,-1.559307404E0,-1.018541931E1,1.030717342E1
2.923000512E1,-8.981323242E-1,-1.831591187E0,-9.629176025E0,9.842885699E0
2.924004512E1,-1.023870850E0,-2.262245636E0,-1.012105316E1,1.042121797E1
2.925008612E1,-7.713459778E-1,-1.761985931E0,-1.044363235E1,1.061927614E1
2.926012712E1,-1.063238983E0,-1.757644958E0,-1.092383377E1,1.111530194E1
2.927016812E1,-6.568341064E-1,-1.215023346E0,-1.057356216E1,1.066339203E1
2.928020912E1,-6.164181519E-1,-1.490151215E0,-9.990524597E0,1.011983714E1
2.929025012E1,-8.770262146E-1,-1.900298309E0,-9.428443451E0,9.657942563E0
2.930029112E1,-6.990463257E-1,-2.211201782E0,-9.510772247E0,9.789426328E0
2.931033212E1,-9.261241150E-1,-1.865271149E0,-9.820627899E0,1.003900765E1
2.932037312E1,-9.128018188E-1,-1.987566833E0,-1.028346542E1,1.051348135E1
2.933041412E1,-8.628057861E-1,-1.342109070E0,-1.051982391E1,1.064013091E1
2.934045512E1,-7.960446167E-1,-1.380429382E0,-1.044812302E1,1.056894256E1
2.935049613E1,-9.357041931E-1,-1.399290161E0,-1.009500732E1,1.023438949E1
2.936053712E1,-3.487747192E-1,-1.337468719E0,-9.517059174E0,9.616906035E0
2.937057812E1,-6.590794373E-1,-1.888622589E0,-9.692644043E0,9.896899996E0
2.938061912E1,-9.693841553E-1,-1.853894806E0,-9.943372650E0,1.016106743E1
2.939066012E1,-8.140072632E-1,-1.751208344E0,-9.965526581E0,1.015091417E1
2.940070112E1,-6.402186584E-1,-1.532213745E0,-1.057146652E1,1.070109636E1
2.941074212E1,-8.915460205E-1,-1.332828369E0,-9.964029694E0,1.009223333E1
2.942078312E1,-9.407936096E-1,-1.529818726E0,-9.548044739E0,9.715482298E0
2.943082412E1,-4.240681458E-1,-1.716181183E0,-9.254654846E0,9.421982168E0
2.944086512E1,-8.650511169E-1,-1.993255005E0,-9.343420258E0,9.592751485E0
2.945090612E1,-7.774832153E-1,-1.933978271E0,-9.707912292E0,9.929164778E0
2.946094712E1,-8.301736450E-1,-2.165546722E0,-1.022823029E1,1.048787279E1
2.947098812E1,-6.345304871E-1,-1.572480011E0,-1.042596909E1,1.056296141E1
